datetime;groupName;validUID;UID;noMobile;userName;content;typeContent;fromMe;isAdmin
2020-10-23 22:01:57;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-23 22:02:05;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-23 22:02:17;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-23 22:03:52;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-23 22:04:49;Group ABCDE;<Contact Mr. R (914552277711@c.us)>;914552277711@c.us;914552277711;Mr. R;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-23 22:05:30;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-23 22:07:07;Group ABCDE;<Contact Mrs. O (757288289714@c.us)>;757288289714@c.us;757288289714;Mrs. O;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-23 22:08:25;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-23 22:11:06;Group ABCDE;<Contact You (193360307006@c.us)>;193360307006@c.us;You;You;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-23 22:14:40;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-24 16:06:12;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-24 16:06:39;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-24 16:07:19;Group ABCDE;<Contact Mrs. B (224853537173@c.us)>;224853537173@c.us;224853537173;Mrs. B;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-24 16:07:43;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-24 16:08:15;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-24 16:08:26;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-24 16:08:37;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-24 16:08:55;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-24 16:09:39;Group ABCDE;<Contact Mrs. B (224853537173@c.us)>;224853537173@c.us;224853537173;Mrs. B;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-24 16:10:13;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-24 16:10:53;Group ABCDE;<Contact Mrs. B (224853537173@c.us)>;224853537173@c.us;224853537173;Mrs. B;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-24 16:13:06;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-24 16:23:14;Group ABCDE;<Contact You (193360307006@c.us)>;193360307006@c.us;You;You;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-24 16:24:16;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-26 16:47:58;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;image;False;True
2020-10-26 16:49:09;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @414509077840;chat;False;True
2020-10-26 16:49:12;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-26 16:58:17;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-26 17:44:33;Group ABCDE;<Contact Mrs. G (414509077840@c.us)>;414509077840@c.us;414509077840;Mrs. G;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-26 17:45:57;Group ABCDE;<Contact Mrs. T (535105070555@c.us)>;535105070555@c.us;535105070555;Mrs. T;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @414509077840;chat;False;False
2020-10-26 20:44:48;Group ABCDE;<Contact Mrs. G (414509077840@c.us)>;414509077840@c.us;414509077840;Mrs. G;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-26 22:02:08;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-29 14:26:06;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;image;False;True
2020-10-29 14:26:33;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-29 14:27:46;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @440333782705, @757288289714, @535105070555, @666461028713, @414509077840;chat;False;True
2020-10-29 14:27:57;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-29 14:29:59;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-02 16:34:29;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-02 16:35:08;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-02 16:35:42;Group ABCDE;<Contact Mrs. C (666461028713@c.us)>;666461028713@c.us;666461028713;Mrs. C;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-02 16:37:44;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-02 16:37:59;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @652331228143;chat;False;True
2020-11-02 16:38:43;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-02 16:38:44;Group ABCDE;<Contact Mrs. F (652331228143@c.us)>;652331228143@c.us;652331228143;Mrs. F;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-02 16:39:52;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-02 16:40:30;Group ABCDE;<Contact Mrs. F (652331228143@c.us)>;652331228143@c.us;652331228143;Mrs. F;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-02 16:40:57;Group ABCDE;<Contact Mrs. F (652331228143@c.us)>;652331228143@c.us;652331228143;Mrs. F;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-03 12:11:58;Group ABCDE;<Contact Mr. K (764963914688@c.us)>;764963914688@c.us;764963914688;Mr. K;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @652331228143;chat;False;True
2020-11-03 14:23:50;Group ABCDE;<Contact Mrs. F (652331228143@c.us)>;652331228143@c.us;652331228143;Mrs. F;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-04 15:55:32;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;image;False;False
2020-11-04 15:58:22;Group ABCDE;<Contact Mrs. J (211212954659@c.us)>;211212954659@c.us;211212954659;Mrs. J;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;video;False;False
2020-11-04 16:15:07;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-04 17:03:37;Group ABCDE;<Contact Mrs. C (666461028713@c.us)>;666461028713@c.us;666461028713;Mrs. C;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-04 17:05:18;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-04 17:13:05;Group ABCDE;<Contact Mrs. C (666461028713@c.us)>;666461028713@c.us;666461028713;Mrs. C;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-04 17:17:27;Group ABCDE;<Contact Mrs. F (652331228143@c.us)>;652331228143@c.us;652331228143;Mrs. F;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-04 17:19:26;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-04 17:50:14;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;image;False;True
2020-11-04 17:50:42;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-04 17:50:58;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-04 17:51:02;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-04 17:51:14;Group ABCDE;<Contact Mrs. O (757288289714@c.us)>;757288289714@c.us;757288289714;Mrs. O;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-04 17:51:17;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-04 17:51:32;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-04 17:51:43;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-04 17:52:02;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-04 17:55:54;Group ABCDE;<Contact Mrs. J (211212954659@c.us)>;211212954659@c.us;211212954659;Mrs. J;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-04 17:56:55;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-04 17:57:46;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-04 17:58:12;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-05 09:13:35;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @414509077840;chat;False;True
2020-11-05 09:14:15;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-05 09:14:48;Group ABCDE;<Contact Mrs. G (414509077840@c.us)>;414509077840@c.us;414509077840;Mrs. G;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;document;False;False
2020-11-05 09:15:47;Group ABCDE;<Contact Mrs. G (414509077840@c.us)>;414509077840@c.us;414509077840;Mrs. G;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;document;False;False
2020-11-05 09:15:47;Group ABCDE;<Contact Mrs. G (414509077840@c.us)>;414509077840@c.us;414509077840;Mrs. G;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;document;False;False
2020-11-05 09:16:10;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 09:34:32;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 09:34:36;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 09:36:00;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 09:36:07;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 09:43:00;Group ABCDE;<Contact Mrs. G (414509077840@c.us)>;414509077840@c.us;414509077840;Mrs. G;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 09:43:29;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 10:44:40;Group ABCDE;<Contact Mrs. G (414509077840@c.us)>;414509077840@c.us;414509077840;Mrs. G;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 10:53:21;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-05 10:53:52;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 11:18:49;Group ABCDE;<Contact Mrs. G (414509077840@c.us)>;414509077840@c.us;414509077840;Mrs. G;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 11:20:15;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 11:20:33;Group ABCDE;<Contact You (193360307006@c.us)>;193360307006@c.us;You;You;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 11:20:49;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 11:24:33;Group ABCDE;<Contact Mrs. L (226238332943@c.us)>;226238332943@c.us;226238332943;Mrs. L;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-05 11:32:38;Group ABCDE;<Contact You (193360307006@c.us)>;193360307006@c.us;You;You;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 11:34:34;Group ABCDE;<Contact Mrs. B (224853537173@c.us)>;224853537173@c.us;224853537173;Mrs. B;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 11:56:47;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-05 11:57:20;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-05 11:59:38;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 12:04:01;Group ABCDE;<Contact Mrs. G (414509077840@c.us)>;414509077840@c.us;414509077840;Mrs. G;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 12:06:49;Group ABCDE;<Contact Mrs. C (666461028713@c.us)>;666461028713@c.us;666461028713;Mrs. C;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-05 12:22:24;Group ABCDE;<Contact Mr. K (764963914688@c.us)>;764963914688@c.us;764963914688;Mr. K;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;sticker;False;True
2020-11-05 12:34:37;Group ABCDE;<Contact You (193360307006@c.us)>;193360307006@c.us;You;You;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-05 12:35:38;Group ABCDE;<Contact Mrs. B (224853537173@c.us)>;224853537173@c.us;224853537173;Mrs. B;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-10 10:27:17;Group ABCDE;<Contact Mrs. T (535105070555@c.us)>;535105070555@c.us;535105070555;Mrs. T;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-16 13:53:37;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-16 13:53:54;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-16 13:54:07;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-16 13:54:22;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-17 10:32:52;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-17 10:33:08;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-11-17 10:33:42;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-11-18 15:41:03;Group ABCDE;<Contact Mrs. G (414509077840@c.us)>;414509077840@c.us;414509077840;Mrs. G;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
